call_id,call_date,call_month,member_type,call_channel,call_reason,agent_id,queue_name,wait_time_sec,handle_time_sec,call_outcome,first_call_resolution,sla_target_sec,sla_met,escalated_flag,abandoned_flag
2398,2024-10-08 21:00:00,2024-10,Medicare,Phone,Enrollment,2044,Enrollment Queue,96,432,Resolved,Yes,30,No,0,0
2399,2024-10-08 22:00:00,2024-10,Medicaid,Phone,Prior Authorization,2005,Benefits Queue,61,625,Resolved,Yes,60,No,0,0
2400,2024-10-08 23:00:00,2024-10,Medicaid,IVR,Prior Authorization,2031,Enrollment Queue,34,277,Resolved,Yes,30,No,0,0
2401,2024-10-09 00:00:00,2024-10,Medicaid,Phone,Prior Authorization,2042,Claims Queue,169,358,Escalated,Yes,60,No,1,0
2402,2024-10-09 01:00:00,2024-10,Medicare,Phone,Prior Authorization,2034,Benefits Queue,181,186,Resolved,No,90,No,0,0
2403,2024-10-09 02:00:00,2024-10,Medicare,IVR,System Access,2008,Benefits Queue,26,302,Escalated,Yes,30,Yes,1,0
2404,2024-10-09 03:00:00,2024-10,Medicare,Phone,Enrollment,2053,Benefits Queue,196,509,Resolved,Yes,60,No,0,0
2405,2024-10-09 04:00:00,2024-10,Medicaid,Phone,Enrollment,2051,Benefits Queue,51,610,Resolved,Yes,60,Yes,0,0
2406,2024-10-09 05:00:00,2024-10,Medicaid,Phone,Prior Authorization,2020,Claims Queue,35,71,Resolved,Yes,90,Yes,0,0
2407,2024-10-09 06:00:00,2024-10,Commercial,Phone,System Access,2023,Benefits Queue,65,172,Resolved,Yes,30,No,0,0
2408,2024-10-09 07:00:00,2024-10,Commercial,Phone,Claims Status,2033,Benefits Queue,50,632,Resolved,Yes,30,No,0,0
2409,2024-10-09 08:00:00,2024-10,Commercial,Phone,Benefits Coverage,2012,Benefits Queue,39,626,Resolved,Yes,30,No,0,0
2410,2024-10-09 09:00:00,2024-10,Medicaid,Portal,Enrollment,2021,Enrollment Queue,58,224,Resolved,Yes,30,No,0,0
2411,2024-10-09 10:00:00,2024-10,Medicare,Phone,Enrollment,2010,Benefits Queue,163,454,Resolved,No,60,No,0,0
2412,2024-10-09 11:00:00,2024-10,Medicare,Phone,Prior Authorization,2037,Enrollment Queue,41,493,Resolved,Yes,90,Yes,0,0
2413,2024-10-09 12:00:00,2024-10,Medicaid,Phone,Claims Status,2031,Benefits Queue,135,330,Resolved,Yes,30,No,0,0
2414,2024-10-09 13:00:00,2024-10,Medicare,Phone,Claims Status,2056,Benefits Queue,84,486,Resolved,No,30,No,0,0
2415,2024-10-09 14:00:00,2024-10,Commercial,Phone,Enrollment,2020,Claims Queue,51,232,Resolved,Yes,30,No,0,0
2416,2024-10-09 15:00:00,2024-10,Medicare,IVR,System Access,2019,Benefits Queue,89,304,Resolved,Yes,30,No,0,0
2417,2024-10-09 16:00:00,2024-10,Medicare,IVR,Provider Inquiry,2058,Claims Queue,59,258,Resolved,Yes,60,Yes,0,0
2418,2024-10-09 17:00:00,2024-10,Medicaid,Phone,Provider Inquiry,2014,Enrollment Queue,129,241,Resolved,Yes,30,No,0,0
2419,2024-10-09 18:00:00,2024-10,Medicaid,Phone,Billing,2010,Enrollment Queue,98,416,Resolved,Yes,90,No,0,0
2420,2024-10-09 19:00:00,2024-10,Medicare,IVR,System Access,2037,Benefits Queue,130,571,Resolved,No,90,No,0,0
2421,2024-10-09 20:00:00,2024-10,Medicare,IVR,Billing,2025,Benefits Queue,25,105,Resolved,Yes,90,Yes,0,0
2422,2024-10-09 21:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2028,Enrollment Queue,85,108,Escalated,Yes,30,No,1,0
2423,2024-10-09 22:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2027,Claims Queue,39,207,Escalated,Yes,60,Yes,1,0
2424,2024-10-09 23:00:00,2024-10,Medicaid,Phone,Enrollment,2008,Benefits Queue,118,175,Resolved,Yes,30,No,0,0
2425,2024-10-10 00:00:00,2024-10,Medicare,IVR,Enrollment,2043,Enrollment Queue,155,131,Escalated,Yes,30,No,1,0
2426,2024-10-10 01:00:00,2024-10,Medicaid,Phone,Prior Authorization,2034,Claims Queue,57,497,Resolved,Yes,60,Yes,0,0
2427,2024-10-10 02:00:00,2024-10,Medicare,Phone,Claims Status,2006,Claims Queue,70,149,Escalated,Yes,30,No,1,0
2428,2024-10-10 03:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2012,Claims Queue,74,283,Abandoned,Yes,30,No,0,1
2429,2024-10-10 04:00:00,2024-10,Medicare,Portal,Claims Status,2040,Enrollment Queue,209,437,Resolved,No,60,No,0,0
2430,2024-10-10 05:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2010,Enrollment Queue,27,561,Resolved,Yes,60,Yes,0,0
2431,2024-10-10 06:00:00,2024-10,Commercial,Phone,Enrollment,2042,Benefits Queue,211,283,Resolved,Yes,60,No,0,0
2432,2024-10-10 07:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2016,Benefits Queue,125,104,Resolved,Yes,30,No,0,0
2433,2024-10-10 08:00:00,2024-10,Medicaid,Phone,Prior Authorization,2006,Benefits Queue,206,271,Escalated,Yes,30,No,1,0
2434,2024-10-10 09:00:00,2024-10,Commercial,Phone,Claims Status,2037,Claims Queue,117,198,Escalated,Yes,60,No,1,0
2435,2024-10-10 10:00:00,2024-10,Medicaid,Phone,Enrollment,2004,Benefits Queue,99,288,Resolved,No,60,No,0,0
2436,2024-10-10 11:00:00,2024-10,Medicaid,IVR,Benefits Coverage,2015,Enrollment Queue,108,176,Abandoned,Yes,90,No,0,1
2437,2024-10-10 12:00:00,2024-10,Medicaid,IVR,Benefits Coverage,2030,Benefits Queue,283,464,Resolved,Yes,60,No,0,0
2438,2024-10-10 13:00:00,2024-10,Medicaid,IVR,Prior Authorization,2007,Enrollment Queue,117,281,Resolved,Yes,30,No,0,0
2439,2024-10-10 14:00:00,2024-10,Medicaid,Phone,Provider Inquiry,2034,Claims Queue,179,256,Resolved,No,30,No,0,0
2440,2024-10-10 15:00:00,2024-10,Medicaid,Phone,Prior Authorization,2026,Enrollment Queue,40,599,Resolved,Yes,90,Yes,0,0
2441,2024-10-10 16:00:00,2024-10,Medicare,Phone,Prior Authorization,2025,Claims Queue,35,769,Resolved,Yes,60,Yes,0,0
2442,2024-10-10 17:00:00,2024-10,Medicaid,Phone,Prior Authorization,2008,Benefits Queue,85,395,Escalated,No,30,No,1,0
2443,2024-10-10 18:00:00,2024-10,Medicaid,Phone,Claims Status,2007,Claims Queue,88,201,Resolved,Yes,90,Yes,0,0
2444,2024-10-10 19:00:00,2024-10,Medicaid,Phone,Enrollment,2027,Benefits Queue,21,101,Abandoned,Yes,30,Yes,0,1
2445,2024-10-10 20:00:00,2024-10,Medicare,Phone,Enrollment,2049,Claims Queue,50,271,Abandoned,Yes,60,Yes,0,1
2446,2024-10-10 21:00:00,2024-10,Medicare,Phone,Billing,2007,Claims Queue,92,871,Resolved,Yes,30,No,0,0
2447,2024-10-10 22:00:00,2024-10,Commercial,Phone,System Access,2050,Benefits Queue,132,293,Resolved,Yes,60,No,0,0
2448,2024-10-10 23:00:00,2024-10,Medicare,Phone,Prior Authorization,2037,Benefits Queue,116,609,Abandoned,Yes,90,No,0,1
2449,2024-10-11 00:00:00,2024-10,Medicaid,IVR,Prior Authorization,2015,Claims Queue,51,410,Resolved,No,30,No,0,0
2450,2024-10-11 01:00:00,2024-10,Medicaid,IVR,Provider Inquiry,2059,Claims Queue,32,329,Resolved,Yes,60,Yes,0,0
2451,2024-10-11 02:00:00,2024-10,Medicare,Phone,Claims Status,2052,Claims Queue,152,444,Resolved,Yes,60,No,0,0
2452,2024-10-11 03:00:00,2024-10,Medicare,Phone,Provider Inquiry,2004,Enrollment Queue,63,230,Resolved,Yes,60,No,0,0
2453,2024-10-11 04:00:00,2024-10,Medicaid,Phone,Billing,2027,Enrollment Queue,13,789,Resolved,Yes,90,Yes,0,0
2454,2024-10-11 05:00:00,2024-10,Medicaid,IVR,Prior Authorization,2049,Enrollment Queue,176,246,Abandoned,Yes,90,No,0,1
2455,2024-10-11 06:00:00,2024-10,Medicare,Phone,Billing,2015,Enrollment Queue,69,137,Abandoned,Yes,30,No,0,1
2456,2024-10-11 07:00:00,2024-10,Medicaid,IVR,Provider Inquiry,2055,Enrollment Queue,121,432,Escalated,Yes,60,No,1,0
2457,2024-10-11 08:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2033,Claims Queue,208,160,Escalated,Yes,30,No,1,0
2458,2024-10-11 09:00:00,2024-10,Medicaid,Phone,System Access,2006,Claims Queue,91,213,Resolved,Yes,60,No,0,0
2459,2024-10-11 10:00:00,2024-10,Medicaid,IVR,System Access,2058,Benefits Queue,140,433,Resolved,Yes,60,No,0,0
2460,2024-10-11 11:00:00,2024-10,Medicare,Phone,Enrollment,2036,Claims Queue,97,264,Resolved,No,30,No,0,0
2461,2024-10-11 12:00:00,2024-10,Medicaid,Phone,Prior Authorization,2029,Benefits Queue,56,352,Escalated,Yes,60,Yes,1,0
2462,2024-10-11 13:00:00,2024-10,Commercial,Phone,Prior Authorization,2050,Benefits Queue,120,98,Resolved,Yes,60,No,0,0
2463,2024-10-11 14:00:00,2024-10,Commercial,Phone,Enrollment,2058,Enrollment Queue,83,226,Resolved,Yes,30,No,0,0
2464,2024-10-11 15:00:00,2024-10,Medicaid,IVR,System Access,2050,Benefits Queue,76,272,Resolved,Yes,90,Yes,0,0
2465,2024-10-11 16:00:00,2024-10,Commercial,Portal,Provider Inquiry,2004,Benefits Queue,125,396,Resolved,Yes,60,No,0,0
2466,2024-10-11 17:00:00,2024-10,Medicaid,Phone,Billing,2004,Claims Queue,177,155,Resolved,No,60,No,0,0
2467,2024-10-11 18:00:00,2024-10,Medicaid,IVR,Billing,2039,Claims Queue,76,53,Resolved,Yes,90,Yes,0,0
2468,2024-10-11 19:00:00,2024-10,Medicaid,Phone,System Access,2022,Claims Queue,143,437,Resolved,No,90,No,0,0
2469,2024-10-11 20:00:00,2024-10,Medicaid,Phone,System Access,2001,Enrollment Queue,59,177,Abandoned,No,30,No,0,1
2470,2024-10-11 21:00:00,2024-10,Medicaid,Phone,System Access,2027,Claims Queue,133,240,Resolved,Yes,30,No,0,0
2471,2024-10-11 22:00:00,2024-10,Medicare,Phone,System Access,2019,Enrollment Queue,104,410,Resolved,Yes,90,No,0,0
2472,2024-10-11 23:00:00,2024-10,Commercial,Phone,Billing,2032,Claims Queue,96,307,Resolved,Yes,30,No,0,0
2473,2024-10-12 00:00:00,2024-10,Medicaid,Portal,Enrollment,2002,Claims Queue,18,269,Resolved,No,30,Yes,0,0
2474,2024-10-12 01:00:00,2024-10,Medicaid,Phone,Prior Authorization,2024,Enrollment Queue,41,339,Abandoned,Yes,60,Yes,0,1
2475,2024-10-12 02:00:00,2024-10,Commercial,Phone,Prior Authorization,2050,Claims Queue,117,859,Resolved,Yes,60,No,0,0
2476,2024-10-12 03:00:00,2024-10,Medicaid,Phone,Enrollment,2058,Benefits Queue,45,142,Resolved,No,30,No,0,0
2477,2024-10-12 04:00:00,2024-10,Medicare,IVR,System Access,2011,Benefits Queue,113,297,Resolved,No,60,No,0,0
2478,2024-10-12 05:00:00,2024-10,Medicare,IVR,Claims Status,2003,Enrollment Queue,44,171,Abandoned,Yes,30,No,0,1
2479,2024-10-12 06:00:00,2024-10,Medicare,Phone,Provider Inquiry,2012,Enrollment Queue,85,601,Resolved,Yes,30,No,0,0
2480,2024-10-12 07:00:00,2024-10,Medicaid,IVR,Provider Inquiry,2005,Enrollment Queue,67,227,Resolved,Yes,60,No,0,0
2481,2024-10-12 08:00:00,2024-10,Medicaid,Phone,System Access,2033,Benefits Queue,71,161,Abandoned,No,30,No,0,1
2482,2024-10-12 09:00:00,2024-10,Medicaid,IVR,Billing,2028,Benefits Queue,143,186,Resolved,Yes,90,No,0,0
2483,2024-10-12 10:00:00,2024-10,Medicare,Phone,Billing,2021,Claims Queue,73,284,Resolved,No,60,No,0,0
2484,2024-10-12 11:00:00,2024-10,Medicare,Phone,Prior Authorization,2006,Benefits Queue,89,234,Resolved,Yes,60,No,0,0
2485,2024-10-12 12:00:00,2024-10,Commercial,Portal,Provider Inquiry,2019,Enrollment Queue,37,324,Resolved,Yes,60,Yes,0,0
2486,2024-10-12 13:00:00,2024-10,Medicaid,Phone,System Access,2054,Benefits Queue,79,309,Resolved,No,30,No,0,0
2487,2024-10-12 14:00:00,2024-10,Medicaid,Phone,Enrollment,2051,Enrollment Queue,154,177,Resolved,Yes,30,No,0,0
2488,2024-10-12 15:00:00,2024-10,Commercial,Phone,System Access,2034,Benefits Queue,230,173,Resolved,Yes,60,No,0,0
2489,2024-10-12 16:00:00,2024-10,Medicaid,Phone,Billing,2042,Claims Queue,95,456,Resolved,Yes,90,No,0,0
2490,2024-10-12 17:00:00,2024-10,Medicaid,Phone,Billing,2054,Enrollment Queue,296,158,Escalated,Yes,60,No,1,0
2491,2024-10-12 18:00:00,2024-10,Medicaid,Phone,Prior Authorization,2015,Claims Queue,22,332,Resolved,Yes,60,Yes,0,0
2492,2024-10-12 19:00:00,2024-10,Medicaid,Phone,Claims Status,2035,Claims Queue,198,323,Resolved,No,30,No,0,0
2493,2024-10-12 20:00:00,2024-10,Medicare,Phone,Claims Status,2045,Enrollment Queue,109,255,Abandoned,Yes,30,No,0,1
2494,2024-10-12 21:00:00,2024-10,Commercial,IVR,Prior Authorization,2052,Enrollment Queue,40,163,Escalated,Yes,90,Yes,1,0
2495,2024-10-12 22:00:00,2024-10,Medicare,Portal,System Access,2004,Benefits Queue,70,377,Resolved,No,30,No,0,0
2496,2024-10-12 23:00:00,2024-10,Medicaid,Phone,Claims Status,2044,Benefits Queue,38,498,Resolved,Yes,30,No,0,0
2497,2024-10-13 00:00:00,2024-10,Commercial,Phone,Provider Inquiry,2010,Benefits Queue,204,419,Resolved,Yes,60,No,0,0
2498,2024-10-13 01:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2021,Benefits Queue,104,541,Resolved,No,30,No,0,0
2499,2024-10-13 02:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2047,Claims Queue,55,335,Resolved,No,60,Yes,0,0
2500,2024-10-13 03:00:00,2024-10,Medicaid,Phone,Prior Authorization,2021,Enrollment Queue,184,265,Escalated,Yes,30,No,1,0
2501,2024-10-13 04:00:00,2024-10,Commercial,Phone,Claims Status,2034,Enrollment Queue,23,29,Resolved,Yes,60,Yes,0,0
2502,2024-10-13 05:00:00,2024-10,Medicaid,Phone,Billing,2037,Claims Queue,211,375,Resolved,Yes,60,No,0,0
2503,2024-10-13 06:00:00,2024-10,Commercial,Phone,Prior Authorization,2017,Claims Queue,34,109,Escalated,Yes,30,No,1,0
2504,2024-10-13 07:00:00,2024-10,Medicare,Phone,Provider Inquiry,2036,Claims Queue,198,818,Resolved,Yes,90,No,0,0
2505,2024-10-13 08:00:00,2024-10,Medicare,IVR,Prior Authorization,2003,Enrollment Queue,163,305,Resolved,Yes,90,No,0,0
2506,2024-10-13 09:00:00,2024-10,Medicare,IVR,Enrollment,2016,Claims Queue,69,417,Resolved,No,30,No,0,0
2507,2024-10-13 10:00:00,2024-10,Medicaid,Phone,Billing,2046,Benefits Queue,21,591,Abandoned,Yes,30,Yes,0,1
2508,2024-10-13 11:00:00,2024-10,Medicaid,IVR,Provider Inquiry,2023,Benefits Queue,123,265,Resolved,Yes,60,No,0,0
2509,2024-10-13 12:00:00,2024-10,Commercial,Portal,System Access,2045,Enrollment Queue,245,361,Resolved,Yes,30,No,0,0
2510,2024-10-13 13:00:00,2024-10,Medicare,IVR,Billing,2024,Claims Queue,35,303,Resolved,Yes,30,No,0,0
2511,2024-10-13 14:00:00,2024-10,Medicaid,Phone,Prior Authorization,2038,Enrollment Queue,41,438,Resolved,Yes,60,Yes,0,0
2512,2024-10-13 15:00:00,2024-10,Medicare,Phone,Prior Authorization,2027,Claims Queue,105,310,Resolved,No,30,No,0,0
2513,2024-10-13 16:00:00,2024-10,Medicare,Phone,Claims Status,2003,Enrollment Queue,51,479,Resolved,Yes,90,Yes,0,0
2514,2024-10-13 17:00:00,2024-10,Medicare,Phone,Billing,2051,Enrollment Queue,158,682,Resolved,Yes,30,No,0,0
2515,2024-10-13 18:00:00,2024-10,Medicare,Phone,Prior Authorization,2024,Claims Queue,12,286,Escalated,Yes,90,Yes,1,0
2516,2024-10-13 19:00:00,2024-10,Medicare,Phone,Prior Authorization,2023,Benefits Queue,148,394,Resolved,Yes,90,No,0,0
2517,2024-10-13 20:00:00,2024-10,Medicaid,Phone,Enrollment,2003,Benefits Queue,159,892,Resolved,Yes,60,No,0,0
2518,2024-10-13 21:00:00,2024-10,Medicare,Phone,Claims Status,2019,Claims Queue,64,214,Resolved,Yes,30,No,0,0
2519,2024-10-13 22:00:00,2024-10,Commercial,IVR,Claims Status,2041,Enrollment Queue,50,377,Resolved,No,30,No,0,0
2520,2024-10-13 23:00:00,2024-10,Commercial,Phone,Enrollment,2022,Claims Queue,183,331,Resolved,No,60,No,0,0
2521,2024-10-14 00:00:00,2024-10,Medicaid,Phone,Prior Authorization,2028,Benefits Queue,11,647,Abandoned,Yes,90,Yes,0,1
2522,2024-10-14 01:00:00,2024-10,Medicaid,Phone,Prior Authorization,2007,Enrollment Queue,45,393,Resolved,Yes,90,Yes,0,0
2523,2024-10-14 02:00:00,2024-10,Medicaid,IVR,Benefits Coverage,2033,Enrollment Queue,34,448,Escalated,Yes,30,No,1,0
2524,2024-10-14 03:00:00,2024-10,Medicaid,Phone,Claims Status,2025,Benefits Queue,47,84,Resolved,No,30,No,0,0
2525,2024-10-14 04:00:00,2024-10,Medicaid,Phone,Billing,2059,Benefits Queue,118,309,Resolved,No,30,No,0,0
2526,2024-10-14 05:00:00,2024-10,Medicaid,IVR,System Access,2011,Claims Queue,40,247,Resolved,Yes,60,Yes,0,0
2527,2024-10-14 06:00:00,2024-10,Medicare,IVR,Provider Inquiry,2006,Benefits Queue,66,140,Resolved,Yes,30,No,0,0
2528,2024-10-14 07:00:00,2024-10,Medicaid,Phone,Provider Inquiry,2032,Claims Queue,137,304,Resolved,Yes,90,No,0,0
2529,2024-10-14 08:00:00,2024-10,Medicare,Phone,Enrollment,2005,Enrollment Queue,47,89,Resolved,Yes,90,Yes,0,0
2530,2024-10-14 09:00:00,2024-10,Medicaid,Phone,System Access,2023,Claims Queue,56,103,Resolved,No,30,No,0,0
2531,2024-10-14 10:00:00,2024-10,Commercial,Phone,Prior Authorization,2048,Benefits Queue,196,264,Resolved,Yes,60,No,0,0
2532,2024-10-14 11:00:00,2024-10,Medicaid,Phone,Provider Inquiry,2047,Benefits Queue,95,137,Escalated,Yes,60,No,1,0
2533,2024-10-14 12:00:00,2024-10,Commercial,Phone,Claims Status,2059,Benefits Queue,15,210,Resolved,No,60,Yes,0,0
2534,2024-10-14 13:00:00,2024-10,Medicare,Phone,Benefits Coverage,2003,Claims Queue,74,427,Escalated,Yes,30,No,1,0
2535,2024-10-14 14:00:00,2024-10,Commercial,IVR,Claims Status,2006,Benefits Queue,136,390,Escalated,No,60,No,1,0
2536,2024-10-14 15:00:00,2024-10,Medicaid,IVR,Enrollment,2030,Benefits Queue,28,315,Abandoned,Yes,30,Yes,0,1
2537,2024-10-14 16:00:00,2024-10,Medicaid,Phone,Enrollment,2049,Enrollment Queue,246,325,Resolved,Yes,60,No,0,0
2538,2024-10-14 17:00:00,2024-10,Medicare,Phone,Benefits Coverage,2014,Claims Queue,59,123,Resolved,No,30,No,0,0
2539,2024-10-14 18:00:00,2024-10,Medicaid,IVR,Provider Inquiry,2059,Claims Queue,159,581,Abandoned,Yes,60,No,0,1
2540,2024-10-14 19:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2028,Benefits Queue,23,493,Resolved,Yes,30,Yes,0,0
2541,2024-10-14 20:00:00,2024-10,Medicare,Phone,Claims Status,2030,Claims Queue,122,148,Abandoned,Yes,60,No,0,1
2542,2024-10-14 21:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2016,Benefits Queue,52,217,Resolved,Yes,60,Yes,0,0
2543,2024-10-14 22:00:00,2024-10,Commercial,Phone,Enrollment,2031,Benefits Queue,40,277,Abandoned,No,30,No,0,1
2544,2024-10-14 23:00:00,2024-10,Medicare,Phone,Billing,2043,Claims Queue,237,317,Escalated,No,60,No,1,0
2545,2024-10-15 00:00:00,2024-10,Medicare,Phone,Billing,2043,Benefits Queue,98,221,Abandoned,No,30,No,0,1
2546,2024-10-15 01:00:00,2024-10,Medicare,Phone,Billing,2004,Claims Queue,76,203,Escalated,Yes,60,No,1,0
2547,2024-10-15 02:00:00,2024-10,Commercial,Phone,Benefits Coverage,2004,Claims Queue,137,939,Resolved,Yes,60,No,0,0
2548,2024-10-15 03:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2044,Enrollment Queue,174,234,Resolved,Yes,90,No,0,0
2549,2024-10-15 04:00:00,2024-10,Medicaid,Phone,Enrollment,2023,Claims Queue,168,710,Resolved,Yes,90,No,0,0
2550,2024-10-15 05:00:00,2024-10,Medicaid,Portal,Billing,2038,Benefits Queue,143,598,Resolved,Yes,90,No,0,0
2551,2024-10-15 06:00:00,2024-10,Commercial,Phone,Provider Inquiry,2003,Benefits Queue,46,410,Resolved,Yes,30,No,0,0
2552,2024-10-15 07:00:00,2024-10,Medicaid,Phone,Prior Authorization,2056,Claims Queue,38,599,Resolved,Yes,30,No,0,0
2553,2024-10-15 08:00:00,2024-10,Medicare,Phone,Enrollment,2055,Benefits Queue,29,462,Resolved,No,90,Yes,0,0
2554,2024-10-15 09:00:00,2024-10,Medicaid,Phone,Benefits Coverage,2024,Enrollment Queue,57,260,Resolved,Yes,60,Yes,0,0
2555,2024-10-15 10:00:00,2024-10,Commercial,Phone,System Access,2035,Enrollment Queue,85,110,Resolved,Yes,30,No,0,0
2556,2024-10-15 11:00:00,2024-10,Medicaid,Phone,Claims Status,2054,Claims Queue,28,424,Resolved,No,30,Yes,0,0
2557,2024-10-15 12:00:00,2024-10,Medicare,Phone,Prior Authorization,2057,Enrollment Queue,113,415,Escalated,Yes,30,No,1,0
2558,2024-10-15 13:00:00,2024-10,Medicaid,IVR,Claims Status,2032,Benefits Queue,196,260,Escalated,Yes,30,No,1,0
2559,2024-10-15 14:00:00,2024-10,Commercial,Phone,Enrollment,2010,Claims Queue,130,391,Resolved,No,30,No,0,0
2560,2024-10-15 15:00:00,2024-10,Medicaid,Phone,Provider Inquiry,2027,Benefits Queue,111,334,Abandoned,Yes,60,No,0,1
2561,2024-10-15 16:00:00,2024-10,Medicare,Phone,Enrollment,2015,Claims Queue,57,704,Resolved,Yes,60,Yes,0,0
2562,2024-10-15 17:00:00,2024-10,Medicare,Phone,Prior Authorization,2011,Benefits Queue,83,426,Resolved,No,60,No,0,0
2563,2024-10-15 18:00:00,2024-10,Medicaid,Phone,Prior Authorization,2026,Benefits Queue,41,138,Escalated,Yes,90,Yes,1,0
2564,2024-10-15 19:00:00,2024-10,Medicare,Phone,System Access,2021,Claims Queue,116,216,Abandoned,No,90,No,0,1
2565,2024-10-15 20:00:00,2024-10,Medicaid,Portal,Billing,2027,Claims Queue,146,367,Resolved,Yes,30,No,0,0
2566,2024-10-15 21:00:00,2024-10,Medicare,Phone,Provider Inquiry,2043,Benefits Queue,29,858,Resolved,No,60,Yes,0,0
2567,2024-10-15 22:00:00,2024-10,Medicare,IVR,Provider Inquiry,2059,Benefits Queue,45,146,Resolved,Yes,30,No,0,0
2568,2024-10-15 23:00:00,2024-10,Medicaid,Phone,Claims Status,2002,Enrollment Queue,106,200,Resolved,Yes,60,No,0,0
2569,2024-10-16 00:00:00,2024-10,Medicaid,Phone,Prior Authorization,2008,Benefits Queue,103,208,Escalated,Yes,60,No,1,0
2570,2024-10-16 01:00:00,2024-10,Medicaid,Phone,Claims Status,2004,Benefits Queue,173,168,Resolved,Yes,30,No,0,0
2571,2024-10-16 02:00:00,2024-10,Medicaid,Portal,Prior Authorization,2056,Claims Queue,104,283,Resolved,Yes,30,No,0,0
2572,2024-10-16 03:00:00,2024-10,Medicaid,Phone,Prior Authorization,2013,Enrollment Queue,59,397,Escalated,Yes,60,Yes,1,0
2573,2024-10-16 04:00:00,2024-10,Medicare,Phone,Prior Authorization,2024,Enrollment Queue,199,140,Resolved,Yes,60,No,0,0
2574,2024-10-16 05:00:00,2024-10,Medicare,Phone,Provider Inquiry,2036,Benefits Queue,59,487,Escalated,Yes,60,Yes,1,0
2575,2024-10-16 06:00:00,2024-10,Commercial,Phone,Billing,2032,Enrollment Queue,63,543,Resolved,Yes,60,No,0,0
2576,2024-10-16 07:00:00,2024-10,Medicare,IVR,Claims Status,2043,Claims Queue,25,468,Resolved,Yes,60,Yes,0,0
2577,2024-10-16 08:00:00,2024-10,Commercial,Phone,Enrollment,2009,Benefits Queue,98,536,Resolved,Yes,60,No,0,0
2578,2024-10-16 09:00:00,2024-10,Medicaid,IVR,Enrollment,2054,Enrollment Queue,107,231,Resolved,No,60,No,0,0
2579,2024-10-16 10:00:00,2024-10,Medicare,Phone,Provider Inquiry,2001,Claims Queue,5,546,Resolved,Yes,90,Yes,0,0
2580,2024-10-16 11:00:00,2024-10,Medicaid,Phone,Enrollment,2042,Enrollment Queue,128,415,Resolved,Yes,30,No,0,0
2581,2024-10-16 12:00:00,2024-10,Medicaid,Phone,Prior Authorization,2012,Enrollment Queue,251,209,Resolved,No,30,No,0,0
2582,2024-10-16 13:00:00,2024-10,Medicaid,IVR,Provider Inquiry,2023,Claims Queue,80,220,Escalated,Yes,30,No,1,0
2583,2024-10-16 14:00:00,2024-10,Medicare,Phone,Prior Authorization,2049,Benefits Queue,106,391,Resolved,Yes,90,No,0,0
2584,2024-10-16 15:00:00,2024-10,Medicaid,Phone,Enrollment,2043,Claims Queue,167,327,Resolved,Yes,60,No,0,0
2585,2024-10-16 16:00:00,2024-10,Medicaid,Phone,System Access,2050,Claims Queue,168,202,Resolved,Yes,60,No,0,0
2586,2024-10-16 17:00:00,2024-10,Medicaid,Phone,Provider Inquiry,2019,Benefits Queue,76,1072,Resolved,Yes,30,No,0,0
2587,2024-10-16 18:00:00,2024-10,Commercial,Phone,Provider Inquiry,2016,Benefits Queue,50,388,Resolved,Yes,60,Yes,0,0
2588,2024-10-16 19:00:00,2024-10,Medicaid,Phone,Billing,2059,Benefits Queue,93,244,Abandoned,Yes,30,No,0,1
2589,2024-10-16 20:00:00,2024-10,Commercial,Phone,Benefits Coverage,2042,Claims Queue,67,223,Escalated,Yes,60,No,1,0
2590,2024-10-16 21:00:00,2024-10,Commercial,IVR,Benefits Coverage,2048,Benefits Queue,76,85,Resolved,Yes,90,Yes,0,0
2591,2024-10-16 22:00:00,2024-10,Medicare,Portal,Provider Inquiry,2053,Claims Queue,62,204,Resolved,Yes,60,No,0,0
2592,2024-10-16 23:00:00,2024-10,Commercial,Phone,Prior Authorization,2001,Benefits Queue,110,235,Resolved,Yes,30,No,0,0
2593,2024-10-17 00:00:00,2024-10,Commercial,Portal,Claims Status,2045,Benefits Queue,80,104,Resolved,No,30,No,0,0
2594,2024-10-17 01:00:00,2024-10,Commercial,Phone,Benefits Coverage,2015,Claims Queue,55,349,Resolved,Yes,60,Yes,0,0
2595,2024-10-17 02:00:00,2024-10,Medicare,Phone,Claims Status,2048,Claims Queue,62,626,Resolved,No,30,No,0,0
2596,2024-10-17 03:00:00,2024-10,Medicaid,Portal,Enrollment,2048,Benefits Queue,193,257,Abandoned,No,30,No,0,1
2597,2024-10-17 04:00:00,2024-10,Medicaid,Phone,Provider Inquiry,2034,Benefits Queue,71,71,Escalated,Yes,60,No,1,0
